Worker ID,Skill Category,Skill Level,Years of Experience,Current Task Assigned,Shift Availability,Performance Rating,Certifications,Task Skills Required,Task Priority,Workload for Shift
384,Robotics,Low,2,Module Assembly,Morning,4.9,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
385,Welding,Low,5,Final Testing,Morning,4.0,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
386,Welding,High,1,Cell Assembly,Morning,4.6,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
387,Quality Inspection,High,6,Pack Assembly,Flexible,4.7,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
388,Packaging,High,4,Pack Assembly,Flexible,3.3,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
389,Robotics,Medium,4,Cell Assembly,Morning,3.4,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
390,Mechanical Assembly,High,3,Module Assembly,Morning,4.7,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
391,Automation,Medium,5,Module Assembly,Flexible,3.1,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
392,Mechanical Assembly,Low,1,Pack Assembly,Night,3.3,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
393,BMS Integration,High,8,Module Assembly,Evening,3.8,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
394,Electrical Wiring,Medium,3,Final Testing,Morning,3.8,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
395,Automation,Low,7,Module Assembly,Flexible,4.2,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
396,Packaging,High,5,Module Assembly,Evening,4.7,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
397,BMS Integration,Medium,1,Pack Assembly,Flexible,4.7,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
398,Robotics,High,5,Cell Assembly,Evening,3.7,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
399,Mechanical Assembly,High,2,Cell Assembly,Morning,3.6,Certified Welder,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
400,Packaging,Medium,6,Final Testing,Night,3.4,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
401,Mechanical Assembly,High,5,Final Testing,Flexible,3.9,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
402,Quality Inspection,High,2,Cell Assembly,Flexible,4.6,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
403,Electrical Wiring,Medium,7,Module Assembly,Night,4.0,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
404,Welding,Medium,2,Module Assembly,Night,3.0,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
405,Electrical Wiring,Low,1,Pack Assembly,Flexible,4.5,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
406,Soldering,Low,8,Cell Assembly,Flexible,4.3,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
407,Welding,Medium,7,Module Assembly,Night,4.3,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
408,Welding,Medium,6,Module Assembly,Night,3.5,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
409,Soldering,Low,1,Cell Assembly,Evening,3.7,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
410,Mechanical Assembly,High,4,Pack Assembly,Flexible,3.2,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
411,Packaging,Low,1,Module Assembly,Night,3.0,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
412,BMS Integration,Medium,8,Final Testing,Night,4.4,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
413,Packaging,Medium,1,Pack Assembly,Evening,3.8,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
414,BMS Integration,Medium,3,Module Assembly,Flexible,3.9,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
415,Quality Inspection,Medium,5,Pack Assembly,Flexible,3.4,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
416,Electrical Wiring,High,6,Cell Assembly,Evening,4.2,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
417,Quality Inspection,Low,2,Module Assembly,Flexible,4.0,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
418,Packaging,High,5,Module Assembly,Night,3.8,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
419,Quality Inspection,Low,7,Pack Assembly,Flexible,4.9,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
420,Quality Inspection,High,8,Final Testing,Flexible,3.5,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
421,Electrical Wiring,Medium,1,Final Testing,Night,4.3,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
422,BMS Integration,High,4,Pack Assembly,Morning,4.9,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
423,BMS Integration,Low,2,Module Assembly,Night,4.0,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
424,Welding,Medium,8,Cell Assembly,Night,4.3,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
425,Electrical Wiring,Low,2,Cell Assembly,Morning,4.5,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
426,Mechanical Assembly,High,7,Final Testing,Morning,3.6,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
427,Automation,Low,4,Module Assembly,Flexible,4.4,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
428,Quality Inspection,High,4,Final Testing,Flexible,3.2,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
429,Soldering,Medium,2,Cell Assembly,Evening,4.9,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
430,BMS Integration,Medium,8,Cell Assembly,Flexible,3.1,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
431,Robotics,High,8,Cell Assembly,Night,4.9,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
432,Quality Inspection,Low,3,Pack Assembly,Evening,3.2,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
433,Welding,High,4,Cell Assembly,Flexible,5.0,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
434,Automation,High,6,Final Testing,Morning,3.5,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
435,Packaging,Low,2,Module Assembly,Flexible,4.3,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
436,BMS Integration,High,8,Final Testing,Night,3.9,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
437,Robotics,Medium,2,Final Testing,Flexible,3.3,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
438,Robotics,High,7,Module Assembly,Night,4.9,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
439,Packaging,High,6,Pack Assembly,Flexible,3.4,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
440,Electrical Wiring,High,1,Module Assembly,Flexible,3.3,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
441,Welding,High,8,Module Assembly,Flexible,4.0,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
442,BMS Integration,Medium,6,Module Assembly,Night,4.7,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
443,Mechanical Assembly,Low,1,Module Assembly,Morning,3.7,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
444,Quality Inspection,Medium,2,Module Assembly,Evening,3.4,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
445,Welding,High,2,Cell Assembly,Night,4.7,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
446,Automation,Low,8,Pack Assembly,Evening,4.4,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
447,Robotics,Medium,5,Cell Assembly,Night,3.7,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
448,Quality Inspection,Medium,2,Cell Assembly,Night,4.1,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
449,Robotics,High,2,Final Testing,Flexible,4.2,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
450,Mechanical Assembly,High,1,Pack Assembly,Evening,3.9,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
451,Soldering,High,4,Module Assembly,Flexible,3.7,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
452,Quality Inspection,High,1,Module Assembly,Evening,4.0,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
453,Automation,Low,2,Final Testing,Night,4.7,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
454,Welding,Low,7,Pack Assembly,Evening,4.4,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
455,Robotics,Medium,1,Module Assembly,Flexible,4.9,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
456,Mechanical Assembly,Medium,3,Cell Assembly,Night,4.5,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
457,Soldering,Medium,4,Final Testing,Morning,4.5,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
458,Packaging,Medium,5,Pack Assembly,Morning,5.0,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
459,Welding,High,8,Cell Assembly,Night,3.3,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
460,Robotics,Medium,7,Module Assembly,Morning,4.6,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
461,Robotics,Medium,4,Final Testing,Flexible,4.8,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
462,Soldering,Low,3,Module Assembly,Evening,4.8,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
463,Welding,Medium,5,Final Testing,Flexible,3.5,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
464,Automation,Low,1,Pack Assembly,Night,4.8,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
465,Robotics,Medium,8,Pack Assembly,Evening,3.5,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
466,BMS Integration,High,6,Final Testing,Evening,3.2,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
467,Quality Inspection,High,3,Pack Assembly,Flexible,4.6,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
468,Soldering,High,2,Final Testing,Night,4.3,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
469,Electrical Wiring,Low,8,Final Testing,Evening,3.1,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
470,Quality Inspection,Low,8,Pack Assembly,Night,3.0,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
471,Mechanical Assembly,Low,1,Cell Assembly,Morning,4.2,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
472,Mechanical Assembly,Medium,3,Pack Assembly,Evening,4.2,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
473,Soldering,Medium,4,Module Assembly,Night,4.7,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
474,Soldering,High,1,Module Assembly,Flexible,3.8,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
475,Robotics,Medium,1,Final Testing,Evening,3.2,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
476,Quality Inspection,Low,2,Final Testing,Morning,3.3,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
477,Soldering,High,7,Cell Assembly,Night,4.8,Certified Welder,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
478,BMS Integration,Medium,3,Pack Assembly,Flexible,3.0,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
479,Automation,Medium,8,Pack Assembly,Evening,3.1,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
480,BMS Integration,Medium,5,Cell Assembly,Evening,3.8,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
481,Quality Inspection,Medium,7,Module Assembly,Flexible,3.9,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
482,Mechanical Assembly,Medium,8,Cell Assembly,Evening,3.1,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
483,Packaging,Medium,3,Module Assembly,Evening,3.6,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
484,Mechanical Assembly,Medium,3,Final Testing,Night,3.6,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
485,Automation,Low,2,Pack Assembly,Flexible,3.1,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
486,Quality Inspection,Medium,8,Module Assembly,Night,4.3,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
487,Mechanical Assembly,Medium,5,Module Assembly,Night,3.4,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
488,Mechanical Assembly,Medium,1,Pack Assembly,Evening,3.5,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
489,Electrical Wiring,Medium,2,Final Testing,Night,3.2,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
490,Packaging,High,2,Pack Assembly,Flexible,4.4,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
491,Automation,Medium,3,Cell Assembly,Flexible,4.4,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
492,Packaging,High,3,Cell Assembly,Morning,3.1,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
493,Automation,High,4,Cell Assembly,Evening,3.8,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
494,Soldering,High,3,Cell Assembly,Morning,4.4,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
495,Quality Inspection,Low,7,Final Testing,Night,4.9,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
496,Electrical Wiring,High,6,Final Testing,Flexible,3.0,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
497,Automation,High,4,Final Testing,Morning,4.8,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
498,Welding,High,2,Pack Assembly,Evening,4.6,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
499,Robotics,High,4,Cell Assembly,Night,3.6,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
500,Welding,High,2,Pack Assembly,Evening,4.7,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
501,Mechanical Assembly,High,4,Pack Assembly,Night,3.9,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
502,Mechanical Assembly,High,1,Final Testing,Night,3.6,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
503,Packaging,Medium,3,Module Assembly,Flexible,4.1,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
504,Soldering,High,8,Pack Assembly,Night,4.5,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
505,Electrical Wiring,High,6,Final Testing,Night,4.6,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
506,Mechanical Assembly,Low,6,Final Testing,Evening,5.0,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
507,Welding,High,4,Cell Assembly,Night,3.8,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
508,Robotics,Low,7,Pack Assembly,Night,3.5,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
509,Quality Inspection,Low,8,Module Assembly,Evening,4.2,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
510,Quality Inspection,High,5,Pack Assembly,Night,3.8,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
511,BMS Integration,Medium,1,Pack Assembly,Flexible,3.4,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
512,Quality Inspection,Low,1,Pack Assembly,Flexible,4.3,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
513,Robotics,High,5,Module Assembly,Night,4.1,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
514,BMS Integration,High,7,Cell Assembly,Evening,4.3,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
515,Welding,Medium,1,Final Testing,Evening,4.9,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
516,Packaging,Medium,8,Module Assembly,Morning,4.0,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
517,BMS Integration,Low,8,Final Testing,Evening,4.6,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
518,Quality Inspection,High,3,Cell Assembly,Night,5.0,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
519,Quality Inspection,Medium,5,Module Assembly,Evening,4.9,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
520,Soldering,High,8,Pack Assembly,Flexible,4.6,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
521,Soldering,Low,1,Cell Assembly,Evening,3.1,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
522,BMS Integration,High,1,Cell Assembly,Evening,4.7,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
523,Soldering,Medium,4,Cell Assembly,Night,4.2,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
524,Automation,High,2,Final Testing,Morning,3.5,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
525,Soldering,High,1,Module Assembly,Flexible,3.2,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
526,Quality Inspection,Low,5,Module Assembly,Night,4.4,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
527,Robotics,High,5,Module Assembly,Night,4.9,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
528,Welding,High,7,Pack Assembly,Night,4.9,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
529,Robotics,High,6,Module Assembly,Night,3.0,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
530,Soldering,Low,8,Cell Assembly,Morning,4.2,Certified Welder,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
531,Mechanical Assembly,High,6,Module Assembly,Flexible,4.9,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
532,Automation,Medium,2,Module Assembly,Morning,4.3,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
533,Packaging,Low,3,Final Testing,Night,4.5,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
534,Electrical Wiring,Low,5,Module Assembly,Flexible,3.5,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
535,Mechanical Assembly,High,8,Pack Assembly,Night,3.6,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
536,Automation,Medium,5,Final Testing,Morning,3.6,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
537,Automation,Low,1,Pack Assembly,Night,4.0,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
538,Mechanical Assembly,High,1,Final Testing,Flexible,4.5,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
539,Packaging,High,5,Final Testing,Morning,4.1,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
540,Welding,High,5,Module Assembly,Flexible,4.2,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
541,Packaging,High,2,Final Testing,Night,4.9,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
542,Mechanical Assembly,Medium,7,Final Testing,Evening,4.9,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
543,Electrical Wiring,High,2,Final Testing,Flexible,3.1,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
544,Electrical Wiring,Low,1,Cell Assembly,Night,4.9,Certified Welder,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
545,Soldering,High,5,Pack Assembly,Night,4.1,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
546,Packaging,Low,2,Final Testing,Night,3.8,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
547,Electrical Wiring,Medium,4,Final Testing,Evening,3.0,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
548,Robotics,Low,6,Cell Assembly,Morning,4.0,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
549,Mechanical Assembly,Medium,6,Pack Assembly,Morning,4.2,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
550,Welding,High,8,Cell Assembly,Morning,4.3,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
551,Mechanical Assembly,High,3,Final Testing,Morning,3.9,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
552,Mechanical Assembly,Low,2,Module Assembly,Night,4.3,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
553,BMS Integration,High,4,Final Testing,Flexible,5.0,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
554,Electrical Wiring,High,6,Pack Assembly,Evening,4.0,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
555,Electrical Wiring,Medium,3,Pack Assembly,Flexible,4.2,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
556,Soldering,High,2,Module Assembly,Flexible,4.6,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
557,Welding,Medium,8,Module Assembly,Evening,4.4,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
558,Automation,Low,4,Pack Assembly,Night,3.3,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
559,Automation,High,4,Pack Assembly,Night,4.6,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
560,Packaging,High,6,Cell Assembly,Evening,4.9,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
561,Robotics,Medium,6,Module Assembly,Flexible,3.1,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
562,Robotics,Low,8,Pack Assembly,Night,3.7,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
563,BMS Integration,Medium,3,Cell Assembly,Morning,3.7,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
564,Electrical Wiring,Medium,2,Pack Assembly,Morning,3.5,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
565,Robotics,High,2,Final Testing,Morning,4.8,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
566,Welding,High,7,Module Assembly,Night,3.5,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
567,Robotics,High,2,Pack Assembly,Night,4.6,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
568,BMS Integration,Medium,2,Pack Assembly,Night,4.3,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
569,Mechanical Assembly,Low,8,Module Assembly,Night,3.4,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
570,Packaging,Medium,7,Pack Assembly,Evening,4.5,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
571,Packaging,High,1,Module Assembly,Morning,3.9,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
572,Soldering,Low,7,Pack Assembly,Night,4.9,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
573,Automation,Medium,3,Final Testing,Morning,4.9,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
574,Automation,Medium,3,Final Testing,Night,3.5,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
575,Mechanical Assembly,High,7,Pack Assembly,Evening,4.4,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
576,Packaging,High,1,Pack Assembly,Evening,3.5,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
